date,product_name,current_price,original_price,discount_price,rating,year,month,quarter,day_of_week,is_weekend,day_of_year,price_change,price_change_pct,days_since_last_change,discount_percentage
2023-04-28,Apple iPhone 14,72656,74506,1850,4.5,2023,4,2,4,0,118,-581.0,-0.7933148545134272,165,2.48
2023-04-29,Apple iPhone 14,73270,74872,1602,4.5,2023,4,2,5,1,119,614.0,0.8450781766130788,166,2.14
2023-04-30,Apple iPhone 14,72057,74107,2049,4.5,2023,4,2,6,1,120,-1213.0,-1.6555206769482744,167,2.77
2023-05-01,Apple iPhone 14,72389,76358,3969,4.5,2023,5,2,0,0,121,332.0,0.4607463535811984,168,5.2
2023-05-02,Apple iPhone 14,72895,74444,1548,4.4,2023,5,2,1,0,122,506.0,0.6990012294685766,169,2.08
2023-05-03,Apple iPhone 14,72622,76587,3965,4.5,2023,5,2,2,0,123,-273.0,-0.37451128335276307,170,5.18
2023-05-04,Apple iPhone 14,73072,75830,2757,4.5,2023,5,2,3,0,124,450.0,0.6196469389441184,171,3.64
2023-05-05,Apple iPhone 14,72947,77460,4512,4.6,2023,5,2,4,0,125,-125.0,-0.17106415590102397,172,5.83
2023-05-06,Apple iPhone 14,73211,75144,1933,4.5,2023,5,2,5,1,126,264.0,0.36190658971582135,173,2.57
2023-05-07,Apple iPhone 14,73063,74480,1416,4.6,2023,5,2,6,1,127,-148.0,-0.20215541380393942,174,1.9
2023-05-08,Apple iPhone 14,72996,78031,5034,4.6,2023,5,2,0,0,128,-67.0,-0.091701682109957,175,6.45
2023-05-09,Apple iPhone 14,73238,76604,3365,4.5,2023,5,2,1,0,129,242.0,0.33152501506932275,176,4.39
2023-05-10,Apple iPhone 14,73409,76932,3522,4.5,2023,5,2,2,0,130,171.0,0.23348534913569807,177,4.58
2023-05-11,Apple iPhone 14,72339,75901,3562,4.6,2023,5,2,3,0,131,-1070.0,-1.4575869443801182,178,4.69
2023-05-12,Apple iPhone 14,73889,74158,268,4.5,2023,5,2,4,0,132,1550.0,2.1426892824064403,179,0.36
2023-05-13,Apple iPhone 14,72806,75031,2225,4.6,2023,5,2,5,1,133,-1083.0,-1.4657120816359726,180,2.97
2023-05-14,Apple iPhone 14,73031,74301,1269,4.6,2023,5,2,6,1,134,225.0,0.3090404636980404,181,1.71
2023-05-15,Apple iPhone 14,73077,77211,4133,4.6,2023,5,2,0,0,135,46.0,0.06298695074693494,182,5.35
2023-05-16,Apple iPhone 14,72505,75533,3027,4.5,2023,5,2,1,0,136,-572.0,-0.782736018172614,183,4.01
2023-05-17,Apple iPhone 14,73115,78280,5165,4.5,2023,5,2,2,0,137,610.0,0.8413212881870136,184,6.6
2023-05-18,Apple iPhone 14,73507,75125,1617,4.6,2023,5,2,3,0,138,392.0,0.5361416945907083,185,2.15
2023-05-19,Apple iPhone 14,73219,76431,3211,4.5,2023,5,2,4,0,139,-288.0,-0.3917994204633568,186,4.2
2023-05-20,Apple iPhone 14,72418,75093,2674,4.6,2023,5,2,5,1,140,-801.0,-1.0939783389557367,187,3.56
2023-05-21,Apple iPhone 14,72778,72829,50,4.5,2023,5,2,6,1,141,360.0,0.49711397718799066,188,0.07
2023-05-22,Apple iPhone 14,73125,74158,1033,4.6,2023,5,2,0,0,142,347.0,0.47679243727500875,189,1.39
2023-05-23,Apple iPhone 14,73236,77331,4094,4.5,2023,5,2,1,0,143,111.0,0.15179487179486362,190,5.3
2023-05-24,Apple iPhone 14,72923,76253,3329,4.6,2023,5,2,2,0,144,-313.0,-0.4273854388552101,191,4.37
2023-05-25,Apple iPhone 14,73218,74018,799,4.6,2023,5,2,3,0,145,295.0,0.40453629170495997,192,1.08
2023-05-26,Apple iPhone 14,73051,78718,5666,4.6,2023,5,2,4,0,146,-167.0,-0.22808598978393269,193,7.2
2023-05-27,Apple iPhone 14,73309,76993,3684,4.6,2023,5,2,5,1,147,258.0,0.35317791679785326,194,4.78
2023-05-28,Apple iPhone 14,73151,73818,666,4.5,2023,5,2,6,1,148,-158.0,-0.21552606092021254,195,0.9
2023-05-29,Apple iPhone 14,72737,72798,60,4.5,2023,5,2,0,0,149,-414.0,-0.5659526185561425,196,0.08
2023-05-30,Apple iPhone 14,73058,74146,1088,4.6,2023,5,2,1,0,150,321.0,0.44131597398848754,197,1.47
2023-05-31,Apple iPhone 14,72970,73922,952,4.5,2023,5,2,2,0,151,-88.0,-0.1204522434230304,198,1.29
2023-06-01,Apple iPhone 14,73492,76654,3162,4.6,2023,6,2,3,0,152,522.0,0.7153624777305634,199,4.13
2023-06-02,Apple iPhone 14,72580,75198,2617,4.6,2023,6,2,4,0,153,-912.0,-1.2409513960703222,200,3.48
2023-06-03,Apple iPhone 14,73138,77877,4738,4.6,2023,6,2,5,1,154,558.0,0.7688068338385312,201,6.09
2023-06-04,Apple iPhone 14,73223,74565,1341,4.6,2023,6,2,6,1,155,85.0,0.11621865514506169,202,1.8
2023-06-05,Apple iPhone 14,73115,78931,5815,4.6,2023,6,2,0,0,156,-108.0,-0.1474946396624044,203,7.37
2023-06-06,Apple iPhone 14,72927,78126,5199,4.6,2023,6,2,1,0,157,-188.0,-0.2571291800588127,204,6.65
2023-06-07,Apple iPhone 14,73645,76349,2703,4.6,2023,6,2,2,0,158,718.0,0.9845461900256369,205,3.54
2023-06-08,Apple iPhone 14,73474,79320,5845,4.6,2023,6,2,3,0,159,-171.0,-0.23219498947654182,206,7.37
2023-06-09,Apple iPhone 14,73297,76181,2884,4.7,2023,6,2,4,0,160,-177.0,-0.24090154340310477,207,3.79
2023-06-10,Apple iPhone 14,73179,77636,4457,4.7,2023,6,2,5,1,161,-118.0,-0.16098885356835568,208,5.74
2023-06-11,Apple iPhone 14,73121,77008,3887,4.6,2023,6,2,6,1,162,-58.0,-0.07925771054537734,209,5.05
2023-06-12,Apple iPhone 14,73231,73684,452,4.6,2023,6,2,0,0,163,110.0,0.15043557938212437,210,0.61
2023-06-13,Apple iPhone 14,71935,73570,1635,4.6,2023,6,2,1,0,164,-1296.0,-1.7697423222405861,211,2.22
2023-06-14,Apple iPhone 14,72094,75144,3049,4.6,2023,6,2,2,0,165,159.0,0.2210328769027603,212,4.06
2023-06-15,Apple iPhone 14,73170,75923,2753,4.6,2023,6,2,3,0,166,1076.0,1.4924959081199507,213,3.63
2023-06-16,Apple iPhone 14,73267,79085,5818,4.7,2023,6,2,4,0,167,97.0,0.13256799234659944,214,7.36
2023-06-17,Apple iPhone 14,73172,75702,2530,4.6,2023,6,2,5,1,168,-95.0,-0.1296627403878925,215,3.34
2023-06-18,Apple iPhone 14,72069,74781,2712,4.7,2023,6,2,6,1,169,-1103.0,-1.5074072049417797,216,3.63
2023-06-19,Apple iPhone 14,73063,78754,5691,4.6,2023,6,2,0,0,170,994.0,1.379233789840284,217,7.23
2023-06-20,Apple iPhone 14,72563,77317,4753,4.7,2023,6,2,1,0,171,-500.0,-0.6843409112683552,218,6.15
2023-06-21,Apple iPhone 14,72965,73394,429,4.6,2023,6,2,2,0,172,402.0,0.5540013505505481,219,0.58
2023-06-22,Apple iPhone 14,73818,75683,1865,4.6,2023,6,2,3,0,173,853.0,1.1690536558623954,220,2.46
2023-06-23,Apple iPhone 14,73402,77874,4471,4.6,2023,6,2,4,0,174,-416.0,-0.5635481860792768,221,5.74
2023-06-24,Apple iPhone 14,73802,76569,2766,4.6,2023,6,2,5,1,175,400.0,0.5449442794474235,222,3.61
2023-06-25,Apple iPhone 14,73903,75093,1190,4.7,2023,6,2,6,1,176,101.0,0.13685265981950856,223,1.58
2023-06-26,Apple iPhone 14,74313,77781,3467,4.6,2023,6,2,0,0,177,410.0,0.5547812673369235,224,4.46
2023-06-27,Apple iPhone 14,73558,76941,3383,4.6,2023,6,2,1,0,178,-755.0,-1.0159729791557326,225,4.4
2023-06-28,Apple iPhone 14,73677,75727,2050,4.6,2023,6,2,2,0,179,119.0,0.16177710106310972,226,2.71
2023-06-29,Apple iPhone 14,73020,75987,2967,4.7,2023,6,2,3,0,180,-657.0,-0.8917301193045346,227,3.9
2023-06-30,Apple iPhone 14,73173,75858,2684,4.6,2023,6,2,4,0,181,153.0,0.2095316351684362,228,3.54
2023-07-01,Apple iPhone 14,73226,74604,1377,4.8,2023,7,3,5,1,182,53.0,0.0724310879696155,229,1.85
2023-07-02,Apple iPhone 14,74256,79320,5064,4.8,2023,7,3,6,1,183,1030.0,1.4066042116188227,230,6.38
2023-07-03,Apple iPhone 14,74318,77843,3524,4.6,2023,7,3,0,0,184,62.0,0.08349493643611261,231,4.53
2023-07-04,Apple iPhone 14,72417,74836,2419,4.7,2023,7,3,1,0,185,-1901.0,-2.557926747221395,232,3.23
2023-07-05,Apple iPhone 14,74194,76159,1964,4.7,2023,7,3,2,0,186,1777.0,2.4538437107308964,233,2.58
2023-07-06,Apple iPhone 14,73572,76865,3293,4.7,2023,7,3,3,0,187,-622.0,-0.8383427231312468,234,4.28
2023-07-07,Apple iPhone 14,73849,74812,962,4.6,2023,7,3,4,0,188,277.0,0.376501930082096,235,1.29
2023-07-08,Apple iPhone 14,73827,79582,5755,4.7,2023,7,3,5,1,189,-22.0,-0.02979051849043568,236,7.23
2023-07-09,Apple iPhone 14,73539,74672,1132,4.6,2023,7,3,6,1,190,-288.0,-0.3901011824942069,237,1.52
2023-07-10,Apple iPhone 14,74050,74140,90,4.6,2023,7,3,0,0,191,511.0,0.6948693890316715,238,0.12
2023-07-11,Apple iPhone 14,73184,73667,482,4.6,2023,7,3,1,0,192,-866.0,-1.1694800810263306,239,0.66
2023-07-12,Apple iPhone 14,74029,78269,4239,4.6,2023,7,3,2,0,193,845.0,1.1546239615216392,240,5.42
2023-07-13,Apple iPhone 14,74411,76643,2232,4.7,2023,7,3,3,0,194,382.0,0.5160139945156628,241,2.91
2023-07-14,Apple iPhone 14,74899,79724,4825,4.6,2023,7,3,4,0,195,488.0,0.6558170163013521,242,6.05
2023-07-15,Apple iPhone 14,73831,74231,400,4.6,2023,7,3,5,1,196,-1068.0,-1.4259202392555292,243,0.54
2023-07-16,Apple iPhone 14,74017,74884,866,4.7,2023,7,3,6,1,197,186.0,0.251926697457705,244,1.16
2023-07-17,Apple iPhone 14,73785,77712,3927,4.6,2023,7,3,0,0,198,-232.0,-0.31344150668090043,245,5.05
2023-07-18,Apple iPhone 14,74766,77237,2471,4.7,2023,7,3,1,0,199,981.0,1.3295385240902569,246,3.2
2023-07-19,Apple iPhone 14,74785,74814,29,4.6,2023,7,3,2,0,200,19.0,0.025412620709941436,247,0.04
2023-07-20,Apple iPhone 14,73871,75167,1295,4.6,2023,7,3,3,0,201,-914.0,-1.2221702213010666,248,1.72
2023-07-21,Apple iPhone 14,74015,76332,2317,4.7,2023,7,3,4,0,202,144.0,0.19493441269240463,249,3.04
2023-07-22,Apple iPhone 14,74788,79437,4649,4.6,2023,7,3,5,1,203,773.0,1.0443828953590417,250,5.85
2023-07-23,Apple iPhone 14,74009,76191,2182,4.6,2023,7,3,6,1,204,-779.0,-1.0416109536289242,251,2.86
2023-07-24,Apple iPhone 14,74062,76401,2339,4.6,2023,7,3,0,0,205,53.0,0.071612911943153,252,3.06
2023-07-25,Apple iPhone 14,74417,77287,2869,4.6,2023,7,3,1,0,206,355.0,0.4793281304852792,253,3.71
2023-07-26,Apple iPhone 14,75098,80530,5432,4.6,2023,7,3,2,0,207,681.0,0.9151134821344664,254,6.75
2023-07-27,Apple iPhone 14,74393,74464,71,4.6,2023,7,3,3,0,208,-705.0,-0.9387733361740702,255,0.1
2023-07-28,Apple iPhone 14,73464,76204,2740,4.6,2023,7,3,4,0,209,-929.0,-1.2487734061000344,256,3.6
2023-07-29,Apple iPhone 14,74353,77748,3394,4.6,2023,7,3,5,1,210,889.0,1.2101165196558794,257,4.37
2023-07-30,Apple iPhone 14,74462,75752,1290,4.7,2023,7,3,6,1,211,109.0,0.14659798528640078,258,1.7
2023-07-31,Apple iPhone 14,74664,80082,5417,4.6,2023,7,3,0,0,212,202.0,0.27127931025221486,259,6.77
2023-08-01,Apple iPhone 14,74048,77183,3135,4.6,2023,8,3,1,0,213,-616.0,-0.8250294653380452,260,4.06
2023-08-02,Apple iPhone 14,74161,75111,949,4.6,2023,8,3,2,0,214,113.0,0.15260371650820392,261,1.26
2023-08-03,Apple iPhone 14,73905,79011,5105,4.6,2023,8,3,3,0,215,-256.0,-0.34519491376868716,262,6.46
2023-08-04,Apple iPhone 14,74466,75359,892,4.6,2023,8,3,4,0,216,561.0,0.7590826060483113,263,1.18
2023-08-05,Apple iPhone 14,74650,77096,2446,4.6,2023,8,3,5,1,217,184.0,0.24709263287943095,264,3.17
2023-08-06,Apple iPhone 14,73934,76070,2135,4.6,2023,8,3,6,1,218,-716.0,-0.9591426657736046,265,2.81
2023-08-07,Apple iPhone 14,73463,76301,2838,4.5,2023,8,3,0,0,219,-471.0,-0.6370546703816871,266,3.72
2023-08-08,Apple iPhone 14,74564,75820,1256,4.6,2023,8,3,1,0,220,1101.0,1.498713638157989,267,1.66
2023-08-09,Apple iPhone 14,74305,76613,2307,4.6,2023,8,3,2,0,221,-259.0,-0.3473526098385249,268,3.01
2023-08-10,Apple iPhone 14,74167,79240,5072,4.5,2023,8,3,3,0,222,-138.0,-0.18572101473656177,269,6.4
2023-08-11,Apple iPhone 14,74573,79246,4673,4.6,2023,8,3,4,0,223,406.0,0.5474132700527212,270,5.9
2023-08-12,Apple iPhone 14,74238,79731,5492,4.5,2023,8,3,5,1,224,-335.0,-0.4492242500636956,271,6.89
2023-08-13,Apple iPhone 14,75335,78808,3472,4.6,2023,8,3,6,1,225,1097.0,1.477679894393713,272,4.41
2023-08-14,Apple iPhone 14,73693,79368,5675,4.6,2023,8,3,0,0,226,-1642.0,-2.1795977965089253,273,7.15
2023-08-15,Apple iPhone 14,74723,74819,95,4.6,2023,8,3,1,0,227,1030.0,1.3976904183572447,274,0.13
2023-08-16,Apple iPhone 14,74753,79240,4486,4.5,2023,8,3,2,0,228,30.0,0.04014828098444223,275,5.66
2023-08-17,Apple iPhone 14,74752,79954,5201,4.5,2023,8,3,3,0,229,-1.0,-0.0013377389536217699,276,6.51
2023-08-18,Apple iPhone 14,73989,79084,5095,4.6,2023,8,3,4,0,230,-763.0,-1.0207084760273988,277,6.44
2023-08-19,Apple iPhone 14,74868,78152,3284,4.5,2023,8,3,5,1,231,879.0,1.1880144345781218,278,4.2
2023-08-20,Apple iPhone 14,74353,74760,406,4.4,2023,8,3,6,1,232,-515.0,-0.6878773307688157,279,0.54
2023-08-21,Apple iPhone 14,74740,77341,2600,4.5,2023,8,3,0,0,233,387.0,0.5204900945489754,280,3.36
2023-08-22,Apple iPhone 14,74205,78681,4476,4.6,2023,8,3,1,0,234,-535.0,-0.7158148247257134,281,5.69
2023-08-23,Apple iPhone 14,75090,76610,1520,4.5,2023,8,3,2,0,235,885.0,1.1926420052557063,282,1.98
2023-08-24,Apple iPhone 14,74045,77492,3446,4.5,2023,8,3,3,0,236,-1045.0,-1.3916633373285414,283,4.45
2023-08-25,Apple iPhone 14,73293,76408,3115,4.5,2023,8,3,4,0,237,-752.0,-1.0155986224593128,284,4.08
2023-08-26,Apple iPhone 14,73590,74728,1137,4.5,2023,8,3,5,1,238,297.0,0.4052228725799134,285,1.52
2023-08-27,Apple iPhone 14,75366,78268,2902,4.5,2023,8,3,6,1,239,1776.0,2.4133713819812552,286,3.71
2023-08-28,Apple iPhone 14,74193,78612,4418,4.5,2023,8,3,0,0,240,-1173.0,-1.5564047448451523,287,5.62
2023-08-29,Apple iPhone 14,74514,78539,4025,4.5,2023,8,3,1,0,241,321.0,0.4326553718005721,288,5.12
2023-08-30,Apple iPhone 14,74366,74766,399,4.5,2023,8,3,2,0,242,-148.0,-0.19862039348310656,289,0.54
2023-08-31,Apple iPhone 14,74257,74949,692,4.4,2023,8,3,3,0,243,-109.0,-0.14657235833579474,290,0.92
2023-09-01,Apple iPhone 14,74159,74501,342,4.4,2023,9,3,4,0,244,-98.0,-0.13197408998478766,291,0.46
2023-09-02,Apple iPhone 14,74038,76812,2773,4.4,2023,9,3,5,1,245,-121.0,-0.16316293369651458,292,3.61
2023-09-03,Apple iPhone 14,74164,77376,3211,4.5,2023,9,3,6,1,246,126.0,0.1701828790620974,293,4.15
2023-09-04,Apple iPhone 14,74114,74603,488,4.4,2023,9,3,0,0,247,-50.0,-0.06741815436061005,294,0.66
2023-09-05,Apple iPhone 14,74519,78766,4247,4.4,2023,9,3,1,0,248,405.0,0.5464554605067784,295,5.39
2023-09-06,Apple iPhone 14,74490,80239,5749,4.5,2023,9,3,2,0,249,-29.0,-0.03891624954709405,296,7.16
2023-09-07,Apple iPhone 14,73585,74780,1195,4.5,2023,9,3,3,0,250,-905.0,-1.2149281782789623,297,1.6
2023-09-08,Apple iPhone 14,74527,76560,2032,4.4,2023,9,3,4,0,251,942.0,1.2801522049330716,298,2.66
2023-09-09,Apple iPhone 14,74137,75894,1756,4.5,2023,9,3,5,1,252,-390.0,-0.5233002804352793,299,2.32
2023-09-10,Apple iPhone 14,72839,76710,3870,4.5,2023,9,3,6,1,253,-1298.0,-1.7508126846244143,300,5.05
2023-09-11,Apple iPhone 14,73764,76515,2751,4.4,2023,9,3,0,0,254,925.0,1.269924079133422,301,3.6
2023-09-12,Apple iPhone 14,74123,76847,2724,4.5,2023,9,3,1,0,255,359.0,0.4866872729244687,302,3.54
2023-09-13,Apple iPhone 14,74576,77083,2507,4.5,2023,9,3,2,0,256,453.0,0.6111463378438486,303,3.25
2023-09-14,Apple iPhone 14,74003,77021,3017,4.3,2023,9,3,3,0,257,-573.0,-0.7683437030680085,304,3.92
2023-09-15,Apple iPhone 14,74420,77578,3158,4.4,2023,9,3,4,0,258,417.0,0.5634906692971953,305,4.07
2023-09-16,Apple iPhone 14,74478,76710,2231,4.3,2023,9,3,5,1,259,58.0,0.07793603869927779,306,2.91
2023-09-17,Apple iPhone 14,73764,79369,5604,4.5,2023,9,3,6,1,260,-714.0,-0.9586723596229807,307,7.06
2023-09-18,Apple iPhone 14,74418,77425,3007,4.5,2023,9,3,0,0,261,654.0,0.8866113551325938,308,3.88
2023-09-19,Apple iPhone 14,74473,75223,750,4.4,2023,9,3,1,0,262,55.0,0.07390685049315504,309,1.0
2023-09-20,Apple iPhone 14,73117,73742,624,4.4,2023,9,3,2,0,263,-1356.0,-1.8207941133028038,310,0.85
2023-09-21,Apple iPhone 14,73289,74732,1443,4.4,2023,9,3,3,0,264,172.0,0.2352394108073419,311,1.93
2023-09-22,Apple iPhone 14,74128,77167,3039,4.4,2023,9,3,4,0,265,839.0,1.1447829824393851,312,3.94
2023-09-23,Apple iPhone 14,73173,78695,5521,4.4,2023,9,3,5,1,266,-955.0,-1.288312108784806,313,7.02
2023-09-24,Apple iPhone 14,74620,78376,3755,4.4,2023,9,3,6,1,267,1447.0,1.977505364000387,314,4.79
2023-09-25,Apple iPhone 14,73320,73919,599,4.5,2023,9,3,0,0,268,-1300.0,-1.7421602787456414,315,0.81
2023-09-26,Apple iPhone 14,74450,77531,3080,4.3,2023,9,3,1,0,269,1130.0,1.5411893071467508,316,3.97
2023-09-27,Apple iPhone 14,73090,75748,2658,4.4,2023,9,3,2,0,270,-1360.0,-1.8267293485560776,317,3.51
2023-09-28,Apple iPhone 14,74036,75418,1381,4.4,2023,9,3,3,0,271,946.0,1.2942947051580278,318,1.83
2023-09-29,Apple iPhone 14,73213,74256,1042,4.3,2023,9,3,4,0,272,-823.0,-1.1116213733859182,319,1.4
2023-09-30,Apple iPhone 14,74023,79235,5211,4.3,2023,9,3,5,1,273,810.0,1.1063608921912715,320,6.58
2023-10-01,Apple iPhone 14,73802,79594,5792,4.4,2023,10,4,6,1,274,-221.0,-0.29855585426151743,321,7.28
2023-10-02,Apple iPhone 14,74434,74882,447,4.3,2023,10,4,0,0,275,632.0,0.8563453564944146,322,0.6
2023-10-03,Apple iPhone 14,73452,74234,781,4.5,2023,10,4,1,0,276,-982.0,-1.319289571969795,323,1.05
2023-10-04,Apple iPhone 14,73994,74887,893,4.3,2023,10,4,2,0,277,542.0,0.7378968578119149,324,1.19
2023-10-05,Apple iPhone 14,73705,74820,1115,4.4,2023,10,4,3,0,278,-289.0,-0.39057220855744923,325,1.49
2023-10-06,Apple iPhone 14,73197,77693,4495,4.5,2023,10,4,4,0,279,-508.0,-0.6892341089478338,326,5.79
2023-10-07,Apple iPhone 14,72906,76526,3620,4.4,2023,10,4,5,1,280,-291.0,-0.3975572769375768,327,4.73
2023-10-08,Apple iPhone 14,72437,72481,44,4.4,2023,10,4,6,1,281,-469.0,-0.6432941047376128,328,0.06
2023-10-09,Apple iPhone 14,73487,76178,2691,4.4,2023,10,4,0,0,282,1050.0,1.4495354583983433,329,3.53
2023-10-10,Apple iPhone 14,73140,78381,5240,4.4,2023,10,4,1,0,283,-347.0,-0.4721923605535694,330,6.69
2023-10-11,Apple iPhone 14,73477,76488,3010,4.3,2023,10,4,2,0,284,337.0,0.4607601859447641,331,3.94
2023-10-12,Apple iPhone 14,73193,74501,1308,4.4,2023,10,4,3,0,285,-284.0,-0.3865155082542815,332,1.76
2023-10-13,Apple iPhone 14,72789,75004,2215,4.4,2023,10,4,4,0,286,-404.0,-0.5519653518779144,333,2.95
2023-10-14,Apple iPhone 14,73357,74804,1446,4.4,2023,10,4,5,1,287,568.0,0.7803376883869895,334,1.93
2023-10-15,Apple iPhone 14,72901,77438,4537,4.3,2023,10,4,6,1,288,-456.0,-0.6216175688754988,335,5.86
2023-10-16,Apple iPhone 14,71899,72479,580,4.4,2023,10,4,0,0,289,-1002.0,-1.3744667425686918,336,0.8
2023-10-17,Apple iPhone 14,71799,77536,5736,4.3,2023,10,4,1,0,290,-100.0,-0.13908399282326345,337,7.4
2023-10-18,Apple iPhone 14,72681,74096,1415,4.3,2023,10,4,2,0,291,882.0,1.2284293653114897,338,1.91
2023-10-19,Apple iPhone 14,73351,74045,694,4.4,2023,10,4,3,0,292,670.0,0.9218365184848754,339,0.94
2023-10-20,Apple iPhone 14,73529,79325,5796,4.4,2023,10,4,4,0,293,178.0,0.24266881160448506,340,7.31
2023-10-21,Apple iPhone 14,72619,73449,829,4.3,2023,10,4,5,1,294,-910.0,-1.2376069305988113,341,1.13
2023-10-22,Apple iPhone 14,72529,74481,1951,4.4,2023,10,4,6,1,295,-90.0,-0.1239345074980358,342,2.62
2023-10-23,Apple iPhone 14,71845,75367,3521,4.3,2023,10,4,0,0,296,-684.0,-0.9430710474430892,343,4.67
2023-10-24,Apple iPhone 14,72759,75842,3083,4.3,2023,10,4,1,0,297,914.0,1.2721831721066224,344,4.07
2023-10-25,Apple iPhone 14,72552,74913,2361,4.3,2023,10,4,2,0,298,-207.0,-0.2845008864882703,345,3.15
2023-10-26,Apple iPhone 14,72994,74629,1635,4.3,2023,10,4,3,0,299,442.0,0.6092182159003201,346,2.19
2023-10-27,Apple iPhone 14,72443,76448,4005,4.4,2023,10,4,4,0,300,-551.0,-0.7548565635531634,347,5.24
2023-10-28,Apple iPhone 14,71680,73303,1623,4.3,2023,10,4,5,1,301,-763.0,-1.0532418591168269,348,2.21
2023-10-29,Apple iPhone 14,72618,76638,4019,4.4,2023,10,4,6,1,302,938.0,1.3085937500000089,349,5.25
2023-10-30,Apple iPhone 14,71818,72790,971,4.4,2023,10,4,0,0,303,-800.0,-1.1016552369935817,350,1.34
2023-10-31,Apple iPhone 14,71504,73584,2079,4.3,2023,10,4,1,0,304,-314.0,-0.4372162967501203,351,2.83
2023-11-01,Apple iPhone 14,72208,72247,39,4.3,2023,11,4,2,0,305,704.0,0.984560304318638,352,0.05
2023-11-02,Apple iPhone 14,72138,73684,1545,4.3,2023,11,4,3,0,306,-70.0,-0.09694216707289982,353,2.1
2023-11-03,Apple iPhone 14,71832,72625,793,4.4,2023,11,4,4,0,307,-306.0,-0.4241869749646465,354,1.09
2023-11-04,Apple iPhone 14,71543,75314,3770,4.4,2023,11,4,5,1,308,-289.0,-0.4023276534135256,355,5.01
2023-11-05,Apple iPhone 14,72589,75972,3383,4.3,2023,11,4,6,1,309,1046.0,1.4620577834309367,356,4.45
2023-11-06,Apple iPhone 14,71772,72120,348,4.4,2023,11,4,0,0,310,-817.0,-1.1255148851754382,357,0.48
2023-11-07,Apple iPhone 14,72111,74506,2394,4.3,2023,11,4,1,0,311,339.0,0.47232904196623515,358,3.21
2023-11-08,Apple iPhone 14,71297,76428,5131,4.4,2023,11,4,2,0,312,-814.0,-1.1288152986368205,359,6.71
2023-11-09,Apple iPhone 14,71613,75835,4222,4.4,2023,11,4,3,0,313,316.0,0.44321640461730816,360,5.57
2023-11-10,Apple iPhone 14,71078,75896,4818,4.3,2023,11,4,4,0,314,-535.0,-0.74707106251658,361,6.35
2023-11-11,Apple iPhone 14,72069,77363,5293,4.3,2023,11,4,5,1,315,991.0,1.3942429443709825,362,6.84
2023-11-12,Apple iPhone 14,71966,75956,3990,4.4,2023,11,4,6,1,316,-103.0,-0.14291859190498357,363,5.25
2023-11-13,Apple iPhone 14,71269,74095,2826,4.3,2023,11,4,0,0,317,-697.0,-0.9685129088736311,364,3.81
2023-11-14,Apple iPhone 14,71403,73731,2327,4.3,2023,11,4,1,0,318,134.0,0.18802003676212653,365,3.16
2023-11-15,Apple iPhone 14,71534,72119,585,4.4,2023,11,4,2,0,319,131.0,0.1834656807137014,366,0.81
2023-11-16,Apple iPhone 14,70776,76083,5306,4.4,2023,11,4,3,0,320,-758.0,-1.0596359772975128,367,6.98
2023-11-17,Apple iPhone 14,70173,70624,451,4.5,2023,11,4,4,0,321,-603.0,-0.8519837232960348,368,0.64
2023-11-18,Apple iPhone 14,71241,72212,970,4.4,2023,11,4,5,1,322,1068.0,1.521952887862854,369,1.34
2023-11-19,Apple iPhone 14,70130,75716,5586,4.4,2023,11,4,6,1,323,-1111.0,-1.5594952344857638,370,7.38
2023-11-20,Apple iPhone 14,70947,75203,4255,4.4,2023,11,4,0,0,324,817.0,1.1649793241123696,371,5.66
2023-11-21,Apple iPhone 14,70089,73359,3269,4.3,2023,11,4,1,0,325,-858.0,-1.2093534610342904,372,4.46
2023-11-22,Apple iPhone 14,70706,72516,1810,4.3,2023,11,4,2,0,326,617.0,0.8803093210061563,373,2.5
2023-11-23,Apple iPhone 14,70277,72523,2246,4.5,2023,11,4,3,0,327,-429.0,-0.6067377591717826,374,3.1
2023-11-24,Apple iPhone 14,70865,75204,4339,4.3,2023,11,4,4,0,328,588.0,0.836689101697563,375,5.77
2023-11-25,Apple iPhone 14,71371,73878,2507,4.5,2023,11,4,5,1,329,506.0,0.7140337260989282,376,3.39
2023-11-26,Apple iPhone 14,69932,71984,2051,4.4,2023,11,4,6,1,330,-1439.0,-2.0162250774123924,377,2.85
2023-11-27,Apple iPhone 14,70389,70851,462,4.5,2023,11,4,0,0,331,457.0,0.6534919636218106,378,0.65
2023-11-28,Apple iPhone 14,70650,75726,5075,4.4,2023,11,4,1,0,332,261.0,0.3707965733282137,379,6.7
2023-11-29,Apple iPhone 14,70310,73506,3195,4.4,2023,11,4,2,0,333,-340.0,-0.48124557678698165,380,4.35
2023-11-30,Apple iPhone 14,70468,73939,3470,4.4,2023,11,4,3,0,334,158.0,0.22471910112360494,381,4.69
2023-12-01,Apple iPhone 14,69914,74243,4329,4.4,2023,12,4,4,0,335,-554.0,-0.7861724470681675,382,5.83
2023-12-02,Apple iPhone 14,70650,74004,3354,4.4,2023,12,4,5,1,336,736.0,1.0527219154961909,383,4.53
2023-12-03,Apple iPhone 14,70851,71534,682,4.4,2023,12,4,6,1,337,201.0,0.28450106157111854,384,0.95
2023-12-04,Apple iPhone 14,69576,73292,3716,4.4,2023,12,4,0,0,338,-1275.0,-1.7995511707668221,385,5.07
